,order_id,price_per_unit,quantity,total_price,customer_id,payment,order_date,delivery_date,product_type,product_name,size,colour,available_in_stock,customer_name,gender,age,city,state,delivery_duration,order_seasons,month_name,Customer_Status
32,356,91,1,91,236,34259,2021-04-01,2021-04-15,Shirt,Linen,XL,orange,59,Anders Couvert,Non-binary,80,East Sienna,New South Wales,14,Autumn,April,Loyal
33,356,99,2,198,236,34259,2021-04-01,2021-04-15,Trousers,High-Waisted,XL,yellow,78,Anders Couvert,Non-binary,80,East Sienna,New South Wales,14,Autumn,April,Loyal
34,356,98,3,294,236,34259,2021-04-01,2021-04-15,Jacket,Leather,XL,indigo,52,Anders Couvert,Non-binary,80,East Sienna,New South Wales,14,Autumn,April,Loyal
35,356,119,3,357,236,34259,2021-04-01,2021-04-15,Jacket,Trench Coat,S,green,53,Anders Couvert,Non-binary,80,East Sienna,New South Wales,14,Autumn,April,Loyal
36,282,118,1,118,423,41504,2021-03-30,2021-04-18,Jacket,Puffer,S,indigo,62,Datha Vicary,Agender,32,New Rileybury,South Australia,19,Autumn,March,One-time
37,282,98,1,98,423,41504,2021-03-30,2021-04-18,Jacket,Leather,M,yellow,77,Datha Vicary,Agender,32,New Rileybury,South Australia,19,Autumn,March,One-time
38,282,105,2,210,423,41504,2021-03-30,2021-04-18,Trousers,Pleated,M,green,41,Datha Vicary,Agender,32,New Rileybury,South Australia,19,Autumn,March,One-time
39,282,118,2,236,423,41504,2021-03-30,2021-04-18,Shirt,Flannel,XL,red,72,Datha Vicary,Agender,32,New Rileybury,South Australia,19,Autumn,March,One-time
40,282,104,2,208,423,41504,2021-03-30,2021-04-18,Shirt,Dress,M,green,65,Datha Vicary,Agender,32,New Rileybury,South Australia,19,Autumn,March,One-time
41,282,112,1,112,423,41504,2021-03-30,2021-04-18,Jacket,Cardigan,S,green,62,Datha Vicary,Agender,32,New Rileybury,South Australia,19,Autumn,March,One-time
42,282,107,2,214,423,41504,2021-03-30,2021-04-18,Jacket,Denim,M,orange,48,Datha Vicary,Agender,32,New Rileybury,South Australia,19,Autumn,March,One-time
43,282,115,2,230,423,41504,2021-03-30,2021-04-18,Trousers,Cropped,S,blue,62,Datha Vicary,Agender,32,New Rileybury,South Australia,19,Autumn,March,One-time
44,289,118,2,236,977,10046,2021-01-26,2021-02-16,Jacket,Puffer,S,indigo,62,Michell Lappine,Polygender,34,East Sophia,Queensland,21,Summer,January,One-time
45,289,118,2,236,977,10046,2021-01-26,2021-02-16,Jacket,Puffer,L,orange,66,Michell Lappine,Polygender,34,East Sophia,Queensland,21,Summer,January,One-time
46,289,109,2,218,977,10046,2021-01-26,2021-02-16,Jacket,Peacoat,S,red,67,Michell Lappine,Polygender,34,East Sophia,Queensland,21,Summer,January,One-time
47,289,102,1,102,977,10046,2021-01-26,2021-02-16,Trousers,Cargo Pants,S,blue,63,Michell Lappine,Polygender,34,East Sophia,Queensland,21,Summer,January,One-time
48,289,90,1,90,977,10046,2021-01-26,2021-02-16,Trousers,Relaxed Leg,XS,violet,49,Michell Lappine,Polygender,34,East Sophia,Queensland,21,Summer,January,One-time
49,289,112,2,224,977,10046,2021-01-26,2021-02-16,Jacket,Cardigan,XL,red,54,Michell Lappine,Polygender,34,East Sophia,Queensland,21,Summer,January,One-time
50,289,117,2,234,977,10046,2021-01-26,2021-02-16,Jacket,Shearling,L,blue,64,Michell Lappine,Polygender,34,East Sophia,Queensland,21,Summer,January,One-time
51,289,102,2,204,977,10046,2021-01-26,2021-02-16,Trousers,Cargo Pants,XS,violet,40,Michell Lappine,Polygender,34,East Sophia,Queensland,21,Summer,January,One-time
52,289,107,1,107,977,10046,2021-01-26,2021-02-16,Jacket,Denim,M,red,43,Michell Lappine,Polygender,34,East Sophia,Queensland,21,Summer,January,One-time
53,289,104,3,312,977,10046,2021-01-26,2021-02-16,Shirt,Dress,XS,yellow,69,Michell Lappine,Polygender,34,East Sophia,Queensland,21,Summer,January,One-time
54,668,118,1,118,22,40483,2021-03-15,2021-03-30,Jacket,Puffer,S,indigo,62,Blayne Sabatier,Non-binary,20,Maxberg,Victoria,15,Autumn,March,One-time
55,668,97,3,291,22,40483,2021-03-15,2021-03-30,Trousers,Slim-Fit,XS,yellow,59,Blayne Sabatier,Non-binary,20,Maxberg,Victoria,15,Autumn,March,One-time
56,668,106,1,106,22,40483,2021-03-15,2021-03-30,Shirt,Chambray,XL,red,42,Blayne Sabatier,Non-binary,20,Maxberg,Victoria,15,Autumn,March,One-time
57,668,119,2,238,22,40483,2021-03-15,2021-03-30,Shirt,Casual Slim Fit,L,red,78,Blayne Sabatier,Non-binary,20,Maxberg,Victoria,15,Autumn,March,One-time
58,668,104,3,312,22,40483,2021-03-15,2021-03-30,Shirt,Dress,L,yellow,56,Blayne Sabatier,Non-binary,20,Maxberg,Victoria,15,Autumn,March,One-time
59,668,91,3,273,22,40483,2021-03-15,2021-03-30,Jacket,Pullover,L,green,72,Blayne Sabatier,Non-binary,20,Maxberg,Victoria,15,Autumn,March,One-time
60,668,102,3,306,22,40483,2021-03-15,2021-03-30,Trousers,Cargo Pants,XL,indigo,64,Blayne Sabatier,Non-binary,20,Maxberg,Victoria,15,Autumn,March,One-time
61,668,118,3,354,22,40483,2021-03-15,2021-03-30,Jacket,Puffer,L,blue,48,Blayne Sabatier,Non-binary,20,Maxberg,Victoria,15,Autumn,March,One-time
62,668,93,1,93,22,40483,2021-03-15,2021-03-30,Trousers,Joggers,XL,indigo,66,Blayne Sabatier,Non-binary,20,Maxberg,Victoria,15,Autumn,March,One-time
63,668,94,1,94,22,40483,2021-03-15,2021-03-30,Trousers,Cords,L,indigo,62,Blayne Sabatier,Non-binary,20,Maxberg,Victoria,15,Autumn,March,One-time
64,668,118,3,354,22,40483,2021-03-15,2021-03-30,Shirt,Flannel,M,orange,68,Blayne Sabatier,Non-binary,20,Maxberg,Victoria,15,Autumn,March,One-time
65,735,118,3,354,754,39820,2021-10-03,2021-10-16,Jacket,Puffer,S,indigo,62,Ninnetta Lammin,Bigender,74,Lake Jesse,New South Wales,13,Spring,October,Loyal
66,538,117,2,234,754,11543,2021-01-04,2021-01-26,Jacket,Shearling,XS,orange,54,Ninnetta Lammin,Bigender,74,Lake Jesse,New South Wales,22,Summer,January,Loyal
67,538,96,1,96,754,11543,2021-01-04,2021-01-26,Shirt,Oxford Cloth,L,violet,73,Ninnetta Lammin,Bigender,74,Lake Jesse,New South Wales,22,Summer,January,Loyal
68,538,106,1,106,754,11543,2021-01-04,2021-01-26,Shirt,Chambray,L,red,44,Ninnetta Lammin,Bigender,74,Lake Jesse,New South Wales,22,Summer,January,Loyal
69,538,90,1,90,754,11543,2021-01-04,2021-01-26,Trousers,Relaxed Leg,L,orange,78,Ninnetta Lammin,Bigender,74,Lake Jesse,New South Wales,22,Summer,January,Loyal
70,735,119,2,238,754,39820,2021-10-03,2021-10-16,Jacket,Trench Coat,XL,orange,71,Ninnetta Lammin,Bigender,74,Lake Jesse,New South Wales,13,Spring,October,Loyal
71,538,118,2,236,754,11543,2021-01-04,2021-01-26,Shirt,Flannel,XL,red,72,Ninnetta Lammin,Bigender,74,Lake Jesse,New South Wales,22,Summer,January,Loyal
72,538,95,1,95,754,11543,2021-01-04,2021-01-26,Shirt,Polo,XL,violet,79,Ninnetta Lammin,Bigender,74,Lake Jesse,New South Wales,22,Summer,January,Loyal
73,429,119,2,238,754,23238,2021-02-08,2021-02-22,Shirt,Casual Slim Fit,M,yellow,76,Ninnetta Lammin,Bigender,74,Lake Jesse,New South Wales,14,Summer,February,Loyal
74,735,107,3,321,754,39820,2021-10-03,2021-10-16,Jacket,Denim,L,blue,42,Ninnetta Lammin,Bigender,74,Lake Jesse,New South Wales,13,Spring,October,Loyal
75,429,95,2,190,754,23238,2021-02-08,2021-02-22,Shirt,Polo,XS,indigo,47,Ninnetta Lammin,Bigender,74,Lake Jesse,New South Wales,14,Summer,February,Loyal
76,538,102,1,102,754,11543,2021-01-04,2021-01-26,Jacket,Windbreaker,XL,red,48,Ninnetta Lammin,Bigender,74,Lake Jesse,New South Wales,22,Summer,January,Loyal
77,735,98,3,294,754,39820,2021-10-03,2021-10-16,Shirt,Camp Collared,XL,orange,48,Ninnetta Lammin,Bigender,74,Lake Jesse,New South Wales,13,Spring,October,Loyal
78,538,94,3,282,754,11543,2021-01-04,2021-01-26,Shirt,Henley,S,red,60,Ninnetta Lammin,Bigender,74,Lake Jesse,New South Wales,22,Summer,January,Loyal
79,735,96,1,96,754,39820,2021-10-03,2021-10-16,Trousers,Drawstring,L,indigo,77,Ninnetta Lammin,Bigender,74,Lake Jesse,New South Wales,13,Spring,October,Loyal
80,28,96,2,192,206,29968,2021-08-19,2021-09-04,Shirt,Oxford Cloth,M,red,54,Crin Johnikin,Polygender,66,South Clairetown,Queensland,16,Winter,August,Loyal
81,28,96,2,192,206,29968,2021-08-19,2021-09-04,Shirt,Oxford Cloth,XL,green,42,Crin Johnikin,Polygender,66,South Clairetown,Queensland,16,Winter,August,Loyal
82,28,106,2,212,206,29968,2021-08-19,2021-09-04,Shirt,Chambray,S,green,63,Crin Johnikin,Polygender,66,South Clairetown,Queensland,16,Winter,August,Loyal
83,28,99,1,99,206,29968,2021-08-19,2021-09-04,Trousers,High-Waisted,L,red,52,Crin Johnikin,Polygender,66,South Clairetown,Queensland,16,Winter,August,Loyal
84,28,119,1,119,206,29968,2021-08-19,2021-09-04,Jacket,Trench Coat,XS,violet,64,Crin Johnikin,Polygender,66,South Clairetown,Queensland,16,Winter,August,Loyal
85,28,109,2,218,206,29968,2021-08-19,2021-09-04,Jacket,Peacoat,S,indigo,49,Crin Johnikin,Polygender,66,South Clairetown,Queensland,16,Winter,August,Loyal
86,28,113,3,339,206,29968,2021-08-19,2021-09-04,Jacket,Parka,XL,green,55,Crin Johnikin,Polygender,66,South Clairetown,Queensland,16,Winter,August,Loyal
87,28,96,2,192,206,29968,2021-08-19,2021-09-04,Trousers,Drawstring,M,yellow,55,Crin Johnikin,Polygender,66,South Clairetown,Queensland,16,Winter,August,Loyal
88,28,93,2,186,206,29968,2021-08-19,2021-09-04,Trousers,Joggers,L,red,63,Crin Johnikin,Polygender,66,South Clairetown,Queensland,16,Winter,August,Loyal
89,28,112,3,336,206,29968,2021-08-19,2021-09-04,Trousers,Tracksuit Bottoms,XL,violet,60,Crin Johnikin,Polygender,66,South Clairetown,Queensland,16,Winter,August,Loyal
90,28,91,2,182,206,29968,2021-08-19,2021-09-04,Jacket,Pullover,L,violet,78,Crin Johnikin,Polygender,66,South Clairetown,Queensland,16,Winter,August,Loyal
91,409,100,3,300,206,15453,2021-05-03,2021-05-11,Jacket,Bomber,XL,green,79,Crin Johnikin,Polygender,66,South Clairetown,Queensland,8,Autumn,May,Loyal
92,199,118,2,236,206,58054,2021-05-17,2021-05-18,Shirt,Flannel,L,orange,59,Crin Johnikin,Polygender,66,South Clairetown,Queensland,1,Autumn,May,Loyal
93,390,115,3,345,206,57651,2021-01-20,2021-01-24,Trousers,Cropped,S,green,71,Crin Johnikin,Polygender,66,South Clairetown,Queensland,4,Summer,January,Loyal
94,409,102,2,204,206,15453,2021-05-03,2021-05-11,Trousers,Cargo Pants,S,blue,63,Crin Johnikin,Polygender,66,South Clairetown,Queensland,8,Autumn,May,Loyal
95,409,91,2,182,206,15453,2021-05-03,2021-05-11,Jacket,Pullover,M,red,55,Crin Johnikin,Polygender,66,South Clairetown,Queensland,8,Autumn,May,Loyal
96,390,113,2,226,206,57651,2021-01-20,2021-01-24,Jacket,Parka,XS,blue,67,Crin Johnikin,Polygender,66,South Clairetown,Queensland,4,Summer,January,Loyal
97,199,95,3,285,206,58054,2021-05-17,2021-05-18,Shirt,Polo,XL,red,76,Crin Johnikin,Polygender,66,South Clairetown,Queensland,1,Autumn,May,Loyal
98,390,119,3,357,206,57651,2021-01-20,2021-01-24,Shirt,Casual Slim Fit,XS,blue,55,Crin Johnikin,Polygender,66,South Clairetown,Queensland,4,Summer,January,Loyal
99,199,93,3,279,206,58054,2021-05-17,2021-05-18,Jacket,Coach,XS,indigo,42,Crin Johnikin,Polygender,66,South Clairetown,Queensland,1,Autumn,May,Loyal
100,409,112,3,336,206,15453,2021-05-03,2021-05-11,Trousers,Tracksuit Bottoms,XS,orange,57,Crin Johnikin,Polygender,66,South Clairetown,Queensland,8,Autumn,May,Loyal
101,199,93,3,279,206,58054,2021-05-17,2021-05-18,Trousers,Joggers,M,orange,52,Crin Johnikin,Polygender,66,South Clairetown,Queensland,1,Autumn,May,Loyal
102,409,95,3,285,206,15453,2021-05-03,2021-05-11,Shirt,Polo,XL,violet,79,Crin Johnikin,Polygender,66,South Clairetown,Queensland,8,Autumn,May,Loyal
103,30,96,1,96,260,59350,2021-07-07,2021-07-26,Shirt,Oxford Cloth,M,red,54,Whitney Scarman,Female,27,Trompview,Tasmania,19,Winter,July,Loyal
104,30,109,2,218,260,59350,2021-07-07,2021-07-26,Shirt,Mandarin Collar,XS,yellow,45,Whitney Scarman,Female,27,Trompview,Tasmania,19,Winter,July,Loyal
105,30,119,2,238,260,59350,2021-07-07,2021-07-26,Shirt,Casual Slim Fit,M,blue,61,Whitney Scarman,Female,27,Trompview,Tasmania,19,Winter,July,Loyal
106,30,119,2,238,260,59350,2021-07-07,2021-07-26,Shirt,Casual Slim Fit,S,indigo,65,Whitney Scarman,Female,27,Trompview,Tasmania,19,Winter,July,Loyal
107,30,99,1,99,260,59350,2021-07-07,2021-07-26,Trousers,High-Waisted,M,yellow,45,Whitney Scarman,Female,27,Trompview,Tasmania,19,Winter,July,Loyal
108,30,118,3,354,260,59350,2021-07-07,2021-07-26,Jacket,Puffer,M,orange,61,Whitney Scarman,Female,27,Trompview,Tasmania,19,Winter,July,Loyal
109,704,104,2,208,260,45954,2021-07-21,2021-07-27,Shirt,Dress,L,indigo,71,Whitney Scarman,Female,27,Trompview,Tasmania,6,Winter,July,Loyal
110,704,113,3,339,260,45954,2021-07-21,2021-07-27,Jacket,Parka,L,orange,77,Whitney Scarman,Female,27,Trompview,Tasmania,6,Winter,July,Loyal
111,704,93,2,186,260,45954,2021-07-21,2021-07-27,Trousers,Joggers,XS,violet,50,Whitney Scarman,Female,27,Trompview,Tasmania,6,Winter,July,Loyal
112,704,104,2,208,260,45954,2021-07-21,2021-07-27,Shirt,Dress,XL,orange,78,Whitney Scarman,Female,27,Trompview,Tasmania,6,Winter,July,Loyal
113,138,96,2,192,331,50666,2021-02-05,2021-02-10,Shirt,Oxford Cloth,M,red,54,Binnie Gonzales,Polygender,32,Aidenton,Northern Territory,5,Summer,February,Loyal
114,399,100,1,100,331,57278,2021-10-21,2021-10-30,Jacket,Bomber,L,violet,68,Binnie Gonzales,Polygender,32,Aidenton,Northern Territory,9,Spring,October,Loyal
115,399,97,1,97,331,57278,2021-10-21,2021-10-30,Trousers,Slim-Fit,XS,blue,55,Binnie Gonzales,Polygender,32,Aidenton,Northern Territory,9,Spring,October,Loyal
116,138,93,1,93,331,50666,2021-02-05,2021-02-10,Trousers,Joggers,XS,green,77,Binnie Gonzales,Polygender,32,Aidenton,Northern Territory,5,Summer,February,Loyal
117,399,113,2,226,331,57278,2021-10-21,2021-10-30,Trousers,Chinos,XS,indigo,61,Binnie Gonzales,Polygender,32,Aidenton,Northern Territory,9,Spring,October,Loyal
118,138,104,2,208,331,50666,2021-02-05,2021-02-10,Shirt,Dress,S,green,60,Binnie Gonzales,Polygender,32,Aidenton,Northern Territory,5,Summer,February,Loyal
119,138,102,3,306,331,50666,2021-02-05,2021-02-10,Jacket,Windbreaker,L,indigo,67,Binnie Gonzales,Polygender,32,Aidenton,Northern Territory,5,Summer,February,Loyal
120,138,94,2,188,331,50666,2021-02-05,2021-02-10,Shirt,Henley,L,violet,51,Binnie Gonzales,Polygender,32,Aidenton,Northern Territory,5,Summer,February,Loyal
121,399,112,3,336,331,57278,2021-10-21,2021-10-30,Trousers,Tracksuit Bottoms,XL,yellow,59,Binnie Gonzales,Polygender,32,Aidenton,Northern Territory,9,Spring,October,Loyal
122,399,105,3,315,331,57278,2021-10-21,2021-10-30,Shirt,Cuban Collar,XS,indigo,50,Binnie Gonzales,Polygender,32,Aidenton,Northern Territory,9,Spring,October,Loyal
123,313,96,1,96,266,24507,2021-06-02,2021-06-11,Shirt,Oxford Cloth,M,red,54,Sheff Ruoss,Non-binary,55,Laylabury,New South Wales,9,Winter,June,Loyal
124,313,98,3,294,266,24507,2021-06-02,2021-06-11,Jacket,Leather,M,red,54,Sheff Ruoss,Non-binary,55,Laylabury,New South Wales,9,Winter,June,Loyal
125,313,102,2,204,266,24507,2021-06-02,2021-06-11,Trousers,Cargo Pants,XL,orange,61,Sheff Ruoss,Non-binary,55,Laylabury,New South Wales,9,Winter,June,Loyal
126,313,107,2,214,266,24507,2021-06-02,2021-06-11,Jacket,Denim,XS,red,60,Sheff Ruoss,Non-binary,55,Laylabury,New South Wales,9,Winter,June,Loyal
127,915,106,2,212,266,49775,2021-04-17,2021-05-04,Shirt,Chambray,S,indigo,59,Sheff Ruoss,Non-binary,55,Laylabury,New South Wales,17,Autumn,April,Loyal
128,915,100,3,300,266,49775,2021-04-17,2021-05-04,Jacket,Bomber,XS,green,48,Sheff Ruoss,Non-binary,55,Laylabury,New South Wales,17,Autumn,April,Loyal
129,915,96,1,96,266,49775,2021-04-17,2021-05-04,Shirt,Oxford Cloth,L,blue,59,Sheff Ruoss,Non-binary,55,Laylabury,New South Wales,17,Autumn,April,Loyal
130,915,106,1,106,266,49775,2021-04-17,2021-05-04,Trousers,Wool,XS,blue,58,Sheff Ruoss,Non-binary,55,Laylabury,New South Wales,17,Autumn,April,Loyal
131,313,92,3,276,266,24507,2021-06-02,2021-06-11,Shirt,Denim,L,green,71,Sheff Ruoss,Non-binary,55,Laylabury,New South Wales,9,Winter,June,Loyal
132,915,99,2,198,266,49775,2021-04-17,2021-05-04,Trousers,High-Waisted,S,green,73,Sheff Ruoss,Non-binary,55,Laylabury,New South Wales,17,Autumn,April,Loyal
133,313,98,3,294,266,24507,2021-06-02,2021-06-11,Jacket,Leather,XS,green,57,Sheff Ruoss,Non-binary,55,Laylabury,New South Wales,9,Winter,June,Loyal
134,313,98,1,98,266,24507,2021-06-02,2021-06-11,Shirt,Camp Collared,S,blue,75,Sheff Ruoss,Non-binary,55,Laylabury,New South Wales,9,Winter,June,Loyal
135,313,93,3,279,266,24507,2021-06-02,2021-06-11,Trousers,Joggers,L,yellow,58,Sheff Ruoss,Non-binary,55,Laylabury,New South Wales,9,Winter,June,Loyal
136,915,106,1,106,266,49775,2021-04-17,2021-05-04,Shirt,Chambray,S,orange,69,Sheff Ruoss,Non-binary,55,Laylabury,New South Wales,17,Autumn,April,Loyal
137,915,102,3,306,266,49775,2021-04-17,2021-05-04,Trousers,Cargo Pants,S,yellow,48,Sheff Ruoss,Non-binary,55,Laylabury,New South Wales,17,Autumn,April,Loyal
138,915,104,1,104,266,49775,2021-04-17,2021-05-04,Shirt,Dress,L,green,52,Sheff Ruoss,Non-binary,55,Laylabury,New South Wales,17,Autumn,April,Loyal
139,691,96,2,192,78,46697,2021-04-03,2021-04-19,Shirt,Oxford Cloth,M,red,54,Jethro Pollak,Genderqueer,38,Lake Alihaven,Northern Territory,16,Autumn,April,Loyal
140,37,117,3,351,78,53949,2021-07-07,2021-07-18,Jacket,Shearling,XL,red,42,Jethro Pollak,Genderqueer,38,Lake Alihaven,Northern Territory,11,Winter,July,Loyal
141,37,106,3,318,78,53949,2021-07-07,2021-07-18,Trousers,Wool,XS,green,73,Jethro Pollak,Genderqueer,38,Lake Alihaven,Northern Territory,11,Winter,July,Loyal
142,37,112,3,336,78,53949,2021-07-07,2021-07-18,Jacket,Cardigan,XS,yellow,46,Jethro Pollak,Genderqueer,38,Lake Alihaven,Northern Territory,11,Winter,July,Loyal
143,37,112,2,224,78,53949,2021-07-07,2021-07-18,Jacket,Cardigan,L,yellow,50,Jethro Pollak,Genderqueer,38,Lake Alihaven,Northern Territory,11,Winter,July,Loyal
144,37,93,2,186,78,53949,2021-07-07,2021-07-18,Jacket,Coach,XS,green,78,Jethro Pollak,Genderqueer,38,Lake Alihaven,Northern Territory,11,Winter,July,Loyal
145,691,96,2,192,78,46697,2021-04-03,2021-04-19,Trousers,Drawstring,L,green,43,Jethro Pollak,Genderqueer,38,Lake Alihaven,Northern Territory,16,Autumn,April,Loyal
146,691,115,1,115,78,46697,2021-04-03,2021-04-19,Trousers,Cropped,XS,green,48,Jethro Pollak,Genderqueer,38,Lake Alihaven,Northern Territory,16,Autumn,April,Loyal
147,691,100,3,300,78,46697,2021-04-03,2021-04-19,Jacket,Bomber,M,green,61,Jethro Pollak,Genderqueer,38,Lake Alihaven,Northern Territory,16,Autumn,April,Loyal
148,691,99,2,198,78,46697,2021-04-03,2021-04-19,Trousers,High-Waisted,XS,blue,51,Jethro Pollak,Genderqueer,38,Lake Alihaven,Northern Territory,16,Autumn,April,Loyal
149,128,106,2,212,936,17661,2021-10-13,2021-11-09,Trousers,Wool,M,blue,52,Mart Naismith,Genderfluid,77,Huelfort,Australian Capital Territory,27,Spring,October,One-time
150,128,109,2,218,936,17661,2021-10-13,2021-11-09,Shirt,Mandarin Collar,M,orange,78,Mart Naismith,Genderfluid,77,Huelfort,Australian Capital Territory,27,Spring,October,One-time
151,128,113,3,339,936,17661,2021-10-13,2021-11-09,Jacket,Parka,XL,orange,68,Mart Naismith,Genderfluid,77,Huelfort,Australian Capital Territory,27,Spring,October,One-time
152,128,106,3,318,936,17661,2021-10-13,2021-11-09,Shirt,Chambray,XS,violet,47,Mart Naismith,Genderfluid,77,Huelfort,Australian Capital Territory,27,Spring,October,One-time
153,128,117,3,351,936,17661,2021-10-13,2021-11-09,Jacket,Shearling,XL,orange,60,Mart Naismith,Genderfluid,77,Huelfort,Australian Capital Territory,27,Spring,October,One-time
